lemma,cefr_level,ipa,def_en,source_list
lizard,B1,/ˈlɪzərd/,"A reptile with a long body and tail, rough skin, and short legs.",langeek_b1
loaf,B1,/loʊf/,Bread shaped and baked as a single whole unit.,langeek_b1
lobster,B1,/ˈlɑːbstər/,"A sea animal with a hard shell, eight legs, and two strong claws.",langeek_b1
location,B1,/loʊˈkeɪʃən/,"Geographic position of a person, place, or object.",langeek_b1
log out,B1,/lɒɡ aʊt/,To stop connection to an online account safely.,langeek_b1
lonely,B1,/ˈloʊnli/,Feeling unhappy due to lack of companionship or friends.,langeek_b1
lost,B1,/lɔːst/,Unable to regain something that is gone or missing.,langeek_b1
love letter,B1,/ˈlʌv ˌlɛtər/,A written message expressing romantic affection to someone.,langeek_b1
love life,B1,/ˈlʌv ˌlaɪf/,Part of one's life involving romantic or sexual relationships.,langeek_b1
lover,B1,/ˈlʌvər/,A partner in a romantic or sexual relationship unmarried.,langeek_b1
low-carb diet,B1,/ˌloʊ ˈkɑːrb ˈdaɪət/,A diet restricting carbohydrate intake.,langeek_b1
low-fat diet,B1,/ˌloʊ ˈfæt ˈdaɪət/,A diet limiting foods high in fat.,langeek_b1
lung,B1,/lʌŋ/,Organ in chest responsible for breathing and oxygen exchange.,langeek_b1
lyric,B1,/ˈlɪrɪk/,"The words or text of a song, usually plural.",langeek_b1
macadamia nut,B1,/ˌmækəˈdeɪmiə nʌt/,A sweet edible nut that grows on the macadamia tree.,langeek_b1
mad,B1,/mæd/,Feeling very angry or displeased at someone or something.,langeek_b1
mailman,B1,/ˈmeɪlmən/,"Someone who delivers letters, packages, and other mail to people.",langeek_b1
mainly,B1,/ˈmeɪnli/,Mostly or primarily in most situations.,langeek_b1
make sure,B1,/meɪk ʃʊr/,To check that something is correct.,langeek_b1
mall,B1,/mɔːl/,A large building or area containing many shops.,langeek_b1
malnutrition,B1,/ˌmælnuːˈtrɪʃən/,Lack of proper or sufficient nutrition for health maintenance.,langeek_b1
manage,B1,/ˈmænɪdʒ/,"To be in charge of a team, organization, or department.",langeek_b1
mandarin,B1,/ˈmændərɪn/,A small orange-like fruit with easily peelable skin.,langeek_b1
marketing,B1,/ˈmɑːrkɪtɪŋ/,"The process of selling or advertising a product, including research.",langeek_b1
marriage,B1,/ˈmærɪdʒ/,"The formal, legal union of two people as partners.",langeek_b1
mashed potato,B1,/mæʃt pəˈteɪtoʊ/,Boiled potatoes crushed until soft and smooth.,langeek_b1
master,B1,/ˈmæstər/,"Highly skilled person in an art, often historically recognized.",langeek_b1
match,B1,/mætʃ/,Competition between two teams or players in sports.,langeek_b1
mattress,B1,/ˈmætrəs/,Soft part of a bed designed for comfortable sleep.,langeek_b1
maturity,B1,/məˈtʃʊrəti/,The state of being mentally and physically developed.,langeek_b1
maximum,B1,/ˈmæksɪməm/,"The highest degree, amount, or extent possible.",langeek_b1
mayor,B1,/ˈmɛər/,Elected head of a city or town government.,langeek_b1
meadow,B1,/ˈmɛdoʊ/,"Grass-covered field, sometimes containing flowers or hay.",langeek_b1
mean,B1,/miːn/,"Behaving in an unkind, cruel, or spiteful manner toward others.",langeek_b1
meanwhile,B1,/ˈmiːnˌwaɪl/,At the same time but often in another place.,langeek_b1
meatball,B1,/ˈmiːtbɔːl/,"A ball of ground meat, usually served hot with sauce.",langeek_b1
medical,B1,/ˈmɛdɪkəl/,"Related to health, medicine, or treatment of illnesses.",langeek_b1
meditation,B1,/ˌmɛdɪˈteɪʃən/,Concentrating mind to calm or release negative energy.,langeek_b1
melt,B1,/mɛlt/,To turn from solid into liquid because of heat exposure.,langeek_b1
mental,B1,/ˈmɛntl/,"Relating to cognitive, emotional, or psychological health.",langeek_b1
mess,B1,/mɛs/,To make a place dirty untidy or disorganized badly.,langeek_b1
microphone,B1,/ˈmaɪkrəˌfoʊn/,Equipment used to record or amplify voices or sounds.,langeek_b1
microwave,B1,/ˈmaɪkrəˌweɪv/,Kitchen appliance heating or cooking food quickly electrically.,langeek_b1
midday,B1,/ˌmɪdˈdeɪ/,Around twelve o’clock in the middle of day.,langeek_b1
middle,B1,/ˈmɪdəl/,Positioned equally distant between two opposite extremes.,langeek_b1
middle age,B1,/ˈmɪdl eɪdʒ/,The stage of life between youth and old age.,langeek_b1
midlife,B1,/ˈmɪdlaɪf/,The period when one is neither young nor old.,langeek_b1
military,B1,/ˈmɪlɪˌtɛri/,Armed forces of a nation responsible for defense and war.,langeek_b1
milkshake,B1,/ˈmɪlkˌʃeɪk/,"A cold drink made from milk, ice cream, and flavoring.",langeek_b1
mine,B1,/maɪn/,A deep hole or tunnel for extracting minerals or resources.,langeek_b1
mineral water,B1,/ˈmɪnərəl ˈwɔːtər/,"Water from underground containing minerals, usually bottled.",langeek_b1
minibar,B1,/ˈmɪnibɑːr/,A small hotel refrigerator stocked with drinks and snacks.,langeek_b1
minimum,B1,/ˈmɪnɪməm/,"The lowest degree, amount, or extent allowed.",langeek_b1
mint,B1,/mɪnt/,Aromatic plant leaves used for flavoring foods.,langeek_b1
miserable,B1,/ˈmɪzrəbl/,Feeling very unhappy or uncomfortable.,langeek_b1
missile,B1,/ˈmɪsaɪl/,Explosive weapon designed to hit distant targets remotely.,langeek_b1
mistake,B1,/mɪˈsteɪk/,An action or judgment that is incorrect or wrong.,langeek_b1
mistletoe,B1,/ˈmɪsəltoʊ/,"Plant with white berries, used as festive decoration traditionally.",langeek_b1
mix,B1,/mɪks/,To combine substances together into one unified whole mixture.,langeek_b1
modern slavery,B1,/ˈmɒdərn ˈsleɪvəri/,"Forced labor through threats or coercion, preventing escape.",langeek_b1
most likely,B1,/ˈmoʊst ˈlaɪkli/,Used to suggest a strong chance of something happening.,langeek_b1
mostly,B1,/ˈmoʊstli/,In a way involving the majority of cases.,langeek_b1
mother's day,B1,/ˈmʌðərz deɪ/,"Day to appreciate mothers, often celebrated with gifts.",langeek_b1
mother-in-law,B1,/ˈmʌðər ɪn lɔː/,The mother of one’s spouse.,langeek_b1
motherhood,B1,/ˈmʌðərhʊd/,The state or role of being a mother.,langeek_b1
mountainous,B1,/ˈmaʊntənəs/,Area characterized by many mountains or elevated terrain.,langeek_b1
mower,B1,/ˈmoʊər/,Machine designed to cut grass efficiently in lawns.,langeek_b1
mud,B1,/mʌd/,"Wet, soft earth formed after soil absorbs water.",langeek_b1
mug,B1,/mʌɡ/,A large cup for drinking hot beverages like coffee.,langeek_b1
murder,B1,/ˈmɜːrdər/,To intentionally and unlawfully kill another human being.,langeek_b1
mystery,B1,/ˈmɪstəri/,"Story or play involving a crime, often a murder, revealed gradually.",langeek_b1
myth,B1,/mɪθ/,"Story about ancient heroes or supernatural events, often unreal.",langeek_b1
national park,B1,/ˈnæʃənəl pɑːrk/,"Protected area maintained for nature, wildlife, and visitors.",langeek_b1
native,B1,/ˈneɪtɪv/,Belonging to people originally from a place culturally historically.,langeek_b1
naturally,B1,/ˈnætʃərəli/,In a logical or expected manner.,langeek_b1
nearby,B1,/ˌnɪrˈbaɪ/,"Close by, not far away from a place or person.",langeek_b1
nearly,B1,/ˈnɪrli/,To a degree close to being complete.,langeek_b1
necessarily,B1,/ˌnɛsəˈsɛrɪli/,In a way that cannot be avoided or prevented.,langeek_b1
nectarine,B1,/ˈnɛktərɪn/,A peach-like fruit with smooth yellow and red skin.,langeek_b1
needy,B1,/ˈniːdi/,Lacking confidence and requiring emotional support.,langeek_b1
negative,B1,/ˈnɛɡətɪv/,Focusing on faults and quick to lose hope.,langeek_b1
network,B1,/ˈnɛtwɜrk/,Group of stations broadcasting the same program simultaneously.,langeek_b1
new year's day,B1,/nuː jɪərz deɪ/,"First day of calendar year, commonly celebrated worldwide.",langeek_b1
newborn,B1,/ˈnjuːbɔːrn/,An infant who has very recently been born.,langeek_b1
nightclub,B1,/ˈnaɪtklʌb/,"Venue open at night for dancing, eating, drinking.",langeek_b1
nightmare,B1,/ˈnaɪtmeər/,A frightening or disturbing dream.,langeek_b1
nighttime,B1,/ˈnaɪttaɪm/,Time when the sun has set and it’s dark.,langeek_b1
no way,B1,/noʊ weɪ/,Used to strongly reject possibility.,langeek_b1
non-fiction,B1,/ˌnɑːnˈfɪkʃən/,"Literature about real people, events, or facts.",langeek_b1
nonalcoholic,B1,/ˌnɒnˌælkəˈhɒlɪk/,A drink or substance containing no alcohol.,langeek_b1
nonstop,B1,/ˈnɒnˌstɒp/,Journey or flight performed without intermediate stops.,langeek_b1
normally,B1,/ˈnɔːrməli/,Under usual or regular circumstances.,langeek_b1
northern,B1,/ˈnɔːrðərn/,Positioned in or toward the north direction geographically relative.,langeek_b1
norwegian,B1,/nɔːrˈwiːdʒən/,One of Norway's official languages and its people.,langeek_b1
nowhere,B1,/ˈnoʊˌwɛr/,Not in or to any place.,langeek_b1
number,B1,/ˈnʌmbər/,The total quantity of items or people counted.,langeek_b1
nutrition,B1,/nuːˈtrɪʃən/,Food needed for health growth and survival.,langeek_b1
obese,B1,/oʊˈbiːs/,"Extremely overweight, increasing serious health risks significantly.",langeek_b1
obesity,B1,/oʊˈbiːsəti/,Excess body fat threatening physical health seriously.,langeek_b1
obey,B1,/oʊˈbeɪ/,"To follow rules, commands, or orders given by authority.",langeek_b1
obstacle,B1,/ˈɑːbstəkəl/,A challenge or barrier that must be overcome.,langeek_b1
obvious,B1,/ˈɒbvɪəs/,"Easy to notice, recognize, or understand without confusion.",langeek_b1
obviously,B1,/ˈɒbvɪəsli/,In a way that is easily noticed or understood.,langeek_b1
occasion,B1,/əˈkeɪʒən/,"Official or noteworthy event, ceremony, or gathering held.",langeek_b1
occur,B1,/əˈkɜːr/,To happen or take place naturally or unexpectedly suddenly.,langeek_b1
octopus,B1,/ˈɑːktəpəs/,"A sea animal with eight arms and a soft body, no internal shell.",langeek_b1
odd,B1,/ɒd/,Unusual or unexpected in a way that attracts attention.,langeek_b1
off,B1,/ɔːf/,At or to a certain distance away physically.,langeek_b1
offer,B1,/ˈɒfər/,Something proposed or presented for acceptance by others.,langeek_b1
official,B1,/əˈfɪʃəl/,Approved or authorized by a recognized authority or institution.,langeek_b1
offline,B1,/ˌɔːfˈlaɪn/,Not connected to the Internet or online services.,langeek_b1
old age,B1,/oʊld eɪdʒ/,The later stage of life when a person is elderly.,langeek_b1
old-fashioned,B1,/ˌoʊldˈfæʃənd/,"Belonging to an earlier period, no longer commonly used.",langeek_b1
olive,B1,/ˈɑːlɪv/,"A small green fruit with a hard seed, eaten or used for oil.",langeek_b1
olympic,B1,/oʊˈlɪmpɪk/,Relating to international Olympic Games held every four years.,langeek_b1
on board,B1,/ɒn bɔːrd/,"Present inside a plane, train, or ship during travel.",langeek_b1
only child,B1,/ˈoʊnli tʃaɪld/,A person with no siblings.,langeek_b1
onto,B1,/ˈɒntə/,Moving to a position on a place or object.,langeek_b1
operate,B1,/ˈɒpəreɪt/,To perform surgery to fix or remove body tissue.,langeek_b1
operation,B1,/ˌɒpəˈreɪʃən/,Surgical procedure repairing or removing damaged body parts.,langeek_b1
opponent,B1,/əˈpoʊnənt/,Person competing against another in a contest or event.,langeek_b1
opportunity,B1,/ˌɒpərˈtuːnəti/,A chance or situation that makes achieving something easier.,langeek_b1
option,B1,/ˈɒpʃən/,One possible thing that may be chosen.,langeek_b1
orchard,B1,/ˈɔːrtʃərd/,Enclosed land used primarily for growing fruit trees.,langeek_b1
order,B1,/ˈɔːrdər/,To give an authoritative instruction for someone to do something.,langeek_b1
organic,B1,/ɔːrˈɡænɪk/,Produced or grown without artificial chemicals or substances.,langeek_b1
origami,B1,/ˌɒrɪˈɡɑːmi/,The art of folding paper into desired decorative shapes.,langeek_b1
originally,B1,/əˈrɪdʒɪnəli/,At the beginning or at an earlier time.,langeek_b1
ounce,B1,/aʊns/,A unit of weight equal to approximately 28.34 grams.,langeek_b1
outbox,B1,/ˈaʊtˌbɑːks/,Folder storing unsent emails for future sending.,langeek_b1
outdoor,B1,/ˈaʊtdɔːr/,Located outside in open air rather than indoors.,langeek_b1
outdoors,B1,/ˌaʊtˈdɔːrz/,Located or happening outside buildings or enclosed spaces only.,langeek_b1
outskirts,B1,/ˈaʊtskɜːrts/,Outer regions or edges of a town or city.,langeek_b1
overcoat,B1,/ˈoʊvərˌkoʊt/,Long heavy coat worn outdoors for warmth in winter.,langeek_b1
overcome,B1,/ˌoʊvərˈkʌm/,To succeed in dealing with or controlling difficulty.,langeek_b1
overpass,B1,/ˈoʊvərˌpæs/,Bridge allowing passage over another road or obstacle.,langeek_b1
overpriced,B1,/ˌoʊvərˈpraɪst/,Excessively costly relative to value.,langeek_b1
overweight,B1,/ˌoʊvərˈweɪt/,Weighing more than considered healthy or desirable.,langeek_b1
owe,B1,/oʊ/,To be responsible for paying back borrowed money.,langeek_b1
oyster,B1,/ˈɔɪstər/,"A type of shellfish eaten raw or cooked, sometimes with pearls.",langeek_b1
pack,B1,/pæk/,"A package or parcel of items, often commercially sold.",langeek_b1
package,B1,/ˈpækɪdʒ/,A box or container in which items are packed.,langeek_b1
packet,B1,/ˈpækɪt/,A small bag that holds various small items.,langeek_b1
painful,B1,/ˈpeɪnfəl/,Causing or producing physical or emotional pain.,langeek_b1
palace,B1,/ˈpælɪs/,"A large official home of a king, queen, or important person.",langeek_b1
pancake,B1,/ˈpænkeɪk/,A thin flat cake cooked on hot surface.,langeek_b1
panties,B1,/ˈpæntiz/,"Women's underwear worn beneath skirts, pants, or other clothing.",langeek_b1
papaya,B1,/pəˈpaɪə/,An oval tropical fruit with orange-yellow flesh and black seeds.,langeek_b1
parental,B1,/pəˈrɛntl/,Relating to parents or the responsibilities of parenting.,langeek_b1
parents-in-law,B1,/ˈpɛrənts ɪn lɔː/,The parents of one’s spouse.,langeek_b1
parking lot,B1,/ˈpɑːrkɪŋ lɒt/,Designated area for leaving or parking vehicles safely.,langeek_b1
parliament,B1,/ˈpɑːrləmənt/,Elected representatives who create and amend laws.,langeek_b1
participate,B1,/pɑːrˈtɪsɪpeɪt/,"To join an event, activity, or organized group effort.",langeek_b1
particularly,B1,/pərˈtɪkjələrli/,To a greater degree than usual.,langeek_b1
pashto,B1,/ˈpʌʃtoʊ/,An official language of Afghanistan and Pakistan.,langeek_b1
pass,B1,/pæs/,"To transfer ball to teammate by kicking, throwing, or hitting.",langeek_b1
passion,B1,/ˈpæʃən/,Strong sexual love or desire for someone intensely.,langeek_b1
pastime,B1,/ˈpæstaɪm/,An enjoyable activity done regularly during free time.,langeek_b1
patient,B1,/ˈpeɪʃənt/,Able to stay calm in difficult or challenging situations.,langeek_b1
pattern,B1,/ˈpætərn/,Repeated decorative arrangement of shapes or colors on surfaces.,langeek_b1
pause,B1,/pɔːz/,To stop briefly before continuing an activity or process.,langeek_b1
peace,B1,/piːs/,"Period or state without violence, conflict, or war.",langeek_b1
peaceful,B1,/ˈpiːsfəl/,Avoiding involvement in disputes or violent situations.,langeek_b1
peanut butter,B1,/ˈpiːnʌt ˌbʌtər/,A paste made from ground roasted peanuts.,langeek_b1
pedestrian,B1,/pəˈdɛstrɪən/,Person traveling on foot rather than using transportation.,langeek_b1
per,B1,/pɜːr/,For each individual person or thing.,langeek_b1
perfectly,B1,/ˈpɜːrfɪktli/,Used to emphasize that something is completely true.,langeek_b1
performer,B1,/pərˈfɔːrmər/,"Someone entertaining an audience as musician, actor, or singer.",langeek_b1
perhaps,B1,/pərˈhæps/,Used to express possibility or uncertainty.,langeek_b1
period,B1,/ˈpɪriəd/,A division of the school day for lessons or activities.,langeek_b1
permission,B1,/pəˈmɪʃən/,Official approval to do something.,langeek_b1
persian,B1,/ˈpɜːrʒən/,A person from Iran or of Iranian descent.,langeek_b1
personally,B1,/ˈpɜːrsənəli/,Used to show an opinion from one's own viewpoint.,langeek_b1
pest,B1,/pɛst/,Insect or animal that damages crops or stored food.,langeek_b1
pianist,B1,/ˈpiːənɪst/,"A person who plays the piano, often professionally.",langeek_b1
pickle,B1,/ˈpɪkəl/,A vegetable preserved in vinegar or saltwater.,langeek_b1
pigeon,B1,/ˈpɪdʒɪn/,A gray-and-white bird with short legs and beak.,langeek_b1
pile,B1,/paɪl/,A large amount or number of similar things together.,langeek_b1
ping-pong,B1,/ˈpɪŋˌpɒŋ/,Table tennis game hitting ball back and forth.,langeek_b1
pistachio,B1,/pɪˈstɑːʃioʊ/,"A green nut in a hard shell, sometimes partially open.",langeek_b1
pitcher,B1,/ˈpɪtʃər/,The contents inside a deep container with handle.,langeek_b1
pizzeria,B1,/ˌpiːtsəˈriːə/,Restaurant specializing in the preparation and sale of pizzas.,langeek_b1
planet,B1,/ˈplænɪt/,A large round object orbiting a star in space.,langeek_b1
plant-based,B1,/ˈplænt beɪst/,Made mostly or entirely from plant foods.,langeek_b1
playtime,B1,/ˈpleɪtaɪm/,Period during school for children’s recreational activities outdoors.,langeek_b1
pleasure,B1,/ˈplɛʒər/,A feeling of great enjoyment or satisfaction experienced.,langeek_b1
plot,B1,/plɒt/,Sequence of events forming the structure of a story.,langeek_b1
plow,B1,/plaʊ/,Large farm tool used to turn over soil efficiently.,langeek_b1
plum,B1,/plʌm/,A small round fruit with juicy flesh and purple or yellow skin.,langeek_b1
plus,B1,/plʌs/,In addition to something else.,langeek_b1
podcast,B1,/ˈpɑdkæst/,Digital audio program available for download or streaming.,langeek_b1
poetic,B1,/poʊˈɛtɪk/,Relating to poetry as a literary or expressive form.,langeek_b1
point,B1,/pɔɪnt/,The most important idea or purpose.,langeek_b1
point out,B1,/pɔɪnt aʊt/,To draw attention to something.,langeek_b1
poison,B1,/ˈpɔɪzən/,Substance that can harm or kill if ingested.,langeek_b1
poisonous,B1,/ˈpɔɪzənəs/,Containing toxic substances capable of causing death.,langeek_b1
polish,B1,/ˈpoʊlɪʃ/,The official language spoken in Poland nationally.,langeek_b1
political,B1,/pəˈlɪtɪkəl/,Related to governance or involvement in government affairs.,langeek_b1
politics,B1,/ˈpɑːlɪtɪks/,Ideas and activities involved in governing a country.,langeek_b1
pollute,B1,/pəˈluːt/,To damage the environment by releasing harmful substances.,langeek_b1
pomegranate,B1,/ˈpɒmɪˌɡrænɪt/,A round red fruit with many edible seeds of sweet or sour taste.,langeek_b1
popcorn,B1,/ˈpɒpkɔːrn/,Corn kernels that puff when heated.,langeek_b1
population,B1,/ˌpɒpjʊˈleɪʃən/,Total number of people living in a specific area.,langeek_b1
porch,B1,/pɔːrtʃ/,A roofed structure at entrance of a house without walls.,langeek_b1
porcupine,B1,/ˈpɔːrkjupaɪn/,An animal covered with sharp quills used for protection.,langeek_b1
port,B1,/pɔːrt/,"City or harbor where ships load, unload, or shelter.",langeek_b1
portrait,B1,/ˈpɔːrtreɪt/,"Drawing or painting of a person, usually face and shoulders.",langeek_b1
positive,B1,/ˈpɒzətɪv/,Feeling optimistic and focusing on the bright side.,langeek_b1
possession,B1,/pəˈzɛʃən/,"Anything owned by a person at a given time, usually plural.",langeek_b1
possibility,B1,/ˌpɒsəˈbɪləti/,Something that may happen or exist.,langeek_b1
possibly,B1,/ˈpɒsəbli/,Used to say something might be true.,langeek_b1
pottery,B1,/ˈpɑːtəri/,"Making dishes, pots, and other items from clay.",langeek_b1
pour,B1,/pɔːr/,To rain heavily and continuously from clouds above.,langeek_b1
poverty,B1,/ˈpɑːvərti/,Lacking money or resources for basic life necessities.,langeek_b1
power,B1,/ˈpaʊər/,Energy obtained to operate machines or equipment.,langeek_b1
power plant,B1,/ˈpaʊər plænt/,Large building where electricity is generated for use.,langeek_b1
powerful,B1,/ˈpaʊərfəl/,Having great strength force or ability to influence.,langeek_b1
practical,B1,/ˈpræktɪkəl/,Likely to work well or achieve intended results realistically.,langeek_b1
pray,B1,/preɪ/,"To speak to deity to seek help, thanks, or guidance.",langeek_b1
prayer,B1,/preər/,Words spoken to God requesting help or giving thanks.,langeek_b1
prediction,B1,/prɪˈdɪkʃən/,A statement about what will happen.,langeek_b1
prescription,B1,/prɪˈskrɪpʃən/,Written doctor’s instructions to obtain necessary medicines.,langeek_b1
present,B1,/ˈprɛzənt/,Occurring or existing right at this moment now.,langeek_b1
president,B1,/ˈprɛzɪdənt/,"The head of a company, organization, or corporation.",langeek_b1
press,B1,/prɛs/,"Newspapers, journalists, and magazines collectively referred to.",langeek_b1
preteen,B1,/ˌpriːˈtiːn/,A child between the ages of nine and twelve.,langeek_b1
pretend,B1,/prɪˈtɛnd/,To act in a way to make others believe something false is true.,langeek_b1
previous,B1,/ˈpriːvɪəs/,Happening or existing before the present or mentioned time.,langeek_b1
previously,B1,/ˈpriːviəsli/,Before the current moment or a specified time.,langeek_b1
priest,B1,/priːst/,Male religious leader authorized to perform ceremonies officially.,langeek_b1
primary,B1,/ˈpraɪməri/,First in importance order or earliest stage of development.,langeek_b1
private school,B1,/ˈpraɪvət skuːl/,A school funded by parents rather than government sources.,langeek_b1
product,B1,/ˈprɒdʌkt/,An item created or grown for sale.,langeek_b1
profession,B1,/prəˈfɛʃən/,"A paid job requiring skill, training, or higher education.",langeek_b1
professional,B1,/prəˈfɛʃənəl/,Doing an activity as a job rather than just for pleasure.,langeek_b1
program,B1,/ˈproʊɡræm/,Set of coded instructions controlling how a system works.,langeek_b1
programmer,B1,/ˈproʊɡræmər/,A person who writes computer software or code professionally.,langeek_b1
promise,B1,/ˈprɒmɪs/,A firm statement of future action.,langeek_b1
promote,B1,/prəˈmoʊt/,To advance someone to a higher position or rank.,langeek_b1
properly,B1,/ˈprɒpərli/,In a correct and satisfactory way.,langeek_b1
protest,B1,/ˈproʊtɛst/,Express disagreement publicly through words or actions.,langeek_b1
proud,B1,/praʊd/,Feeling satisfied with achievements or possessions.,langeek_b1
prove,B1,/pruːv/,To demonstrate something is true using facts or evidence.,langeek_b1
public,B1,/ˈpʌblɪk/,"Accessible and shared by all, not restricted to individuals.",langeek_b1
publish,B1,/ˈpʌblɪʃ/,To distribute a piece of music publicly for sale.,langeek_b1
pumpkin,B1,/ˈpʌmpkɪn/,"A large round fruit with thick skin, orange flesh, and seeds.",langeek_b1
punctual,B1,/ˈpʌŋktʃuəl/,Happening or arriving exactly at the arranged time.,langeek_b1
punish,B1,/ˈpʌnɪʃ/,To cause suffering for someone breaking a law.,langeek_b1
punishment,B1,/ˈpʌnɪʃmənt/,Act of making someone suffer for wrongdoing.,langeek_b1
purpose,B1,/ˈpɜːrpəs/,Desired outcome guiding one's actions or plans.,langeek_b1
puzzle,B1,/ˈpʌzl/,Game requiring thought to complete or solve successfully.,langeek_b1
qualified,B1,/ˈkwɒlɪfaɪd/,"Having the necessary skills, knowledge, or experience for a task.",langeek_b1
qualify,B1,/ˈkwɒlɪfaɪ/,To meet required conditions for eligibility or suitability officially.,langeek_b1
question,B1,/ˈkwɛstʃən/,To ask someone official series of inquiries about a topic.,langeek_b1
quickly,B1,/ˈkwɪkli/,With a high amount of speed.,langeek_b1
quietly,B1,/ˈkwaɪətli/,In a way producing little or no noise.,langeek_b1
quit,B1,/kwɪt/,To close a computer program or application.,langeek_b1
quotation,B1,/kwoʊˈteɪʃən/,"Sentence or words taken from a text, repeated by someone else.",langeek_b1
quote,B1,/kwoʊt/,To repeat exactly the words of another from a text or speech.,langeek_b1
racial,B1,/ˈreɪʃəl/,Based on or related to a person’s race or ethnicity.,langeek_b1
racism,B1,/ˈreɪsɪzəm/,"Unfair actions, words, or beliefs targeting other races.",langeek_b1
radiator,B1,/ˈreɪdieɪtər/,Metal device filled with hot water to heat rooms.,langeek_b1
raindrop,B1,/ˈreɪnˌdrɑːp/,Single droplet of water falling from the sky.,langeek_b1
rainfall,B1,/ˈreɪnˌfɔːl/,Amount of rain falling from the sky over time.,langeek_b1
rainstorm,B1,/ˈreɪnˌstɔːrm/,"Heavy, often intense, rainfall in a short period.",langeek_b1
rainwater,B1,/ˈreɪnˌwɔːtər/,Water collected after falling from the sky as rain.,langeek_b1
raise,B1,/reɪz/,To increase the level amount or intensity of something.,langeek_b1
ranch,B1,/rænʧ/,Large farm where animals are raised for production.,langeek_b1
rapidly,B1,/ˈræpɪdli/,In a very fast and sudden way.,langeek_b1
rare,B1,/rɛər/,Not common and occurring infrequently in general situations.,langeek_b1
raw,B1,/rɔː/,Not cooked or exposed to heat.,langeek_b1
reader,B1,/ˈriːdər/,Person who reads a specific magazine or newspaper.,langeek_b1
reception desk,B1,/rɪˈsɛpʃən dɛsk/,The counter where guests receive help and check-in services.,langeek_b1
recover,B1,/rɪˈkʌvər/,"To regain full health after illness, injury, or surgery.",langeek_b1
recovery,B1,/rɪˈkʌvəri/,Gradual process of regaining health or physical strength.,langeek_b1
recycle,B1,/riːˈsaɪkəl/,To make a waste product usable again effectively.,langeek_b1
recycling,B1,/riːˈsaɪklɪŋ/,The process of converting waste into usable products.,langeek_b1
red meat,B1,/rɛd miːt/,Meat such as beef or lamb that turns brown when cooked.,langeek_b1
referee,B1,/ˌrɛfəˈriː/,Official overseeing play and enforcing rules during competitions.,langeek_b1
reflect,B1,/rɪˈflɛkt/,To bounce back light heat or sound from surface.,langeek_b1
regular,B1,/ˈrɛɡjʊlər/,Occurring frequently or according to a routine.,langeek_b1
regularly,B1,/ˈrɛɡjʊlərli/,Happening at predictable and equal time intervals.,langeek_b1
relate,B1,/rɪˈleɪt/,To show or establish a logical connection between things.,langeek_b1
related,B1,/rɪˈleɪtɪd/,Connected through family or marriage.,langeek_b1
relation,B1,/rɪˈleɪʃən/,A person connected to someone by blood or marriage.,langeek_b1
relative,B1,/ˈrɛlətɪv/,A family member connected by blood or marriage.,langeek_b1
relaxed,B1,/rɪˈlækst/,"Feeling calm, at ease, and free from stress or tension.",langeek_b1
release,B1,/rɪˈliːs/,To let go of something being held restrained freely.,langeek_b1
reliable,B1,/rɪˈlaɪəbəl/,Able to be trusted to perform consistently and meet expectations.,langeek_b1
religion,B1,/rɪˈlɪdʒən/,"Belief in higher power, practices, and spiritual traditions.",langeek_b1
religious,B1,/rɪˈlɪdʒəs/,Related to religion or strong devotion to spiritual belief.,langeek_b1
remain,B1,/rɪˈmeɪn/,To stay in the same place over time continuously.,langeek_b1
remind,B1,/rɪˈmaɪnd/,To cause someone to remember a duty or task.,langeek_b1
renewable,B1,/rɪˈnjuːəbəl/,Resource naturally restored as fast or faster than used.,langeek_b1
report,B1,/rɪˈpɔːrt/,To provide details of an event in written or spoken form.,langeek_b1
represent,B1,/ˌrɛprɪˈzɛnt/,To stand for or symbolize something else abstractly visually.,langeek_b1
request,B1,/rɪˈkwɛst/,To ask for something politely or formally from others.,langeek_b1
require,B1,/rɪˈkwaɪər/,To need or demand something as necessary for situations.,langeek_b1
resident,B1,/ˈrɛzɪdənt/,"A person who lives in a place, usually long-term.",langeek_b1
resource,B1,/rɪˈsɔːrs/,"Means such as money, equipment, or personnel available for use.",langeek_b1
respond,B1,/rɪˈspɒnd/,To reply or react based on others' actions appropriately.,langeek_b1
result,B1,/rɪˈzʌlt/,Final recorded score or outcome of a competitive event.,langeek_b1
retirement,B1,/rɪˈtaɪərmənt/,The period when a person stops working due to age.,langeek_b1
review,B1,/rɪˈvjuː/,To study lessons again to prepare for an examination.,langeek_b1
revise,B1,/rɪˈvaɪz/,To change something to improve it after feedback received.,langeek_b1
rib,B1,/rɪb/,A cut of meat including one or more rib bones.,langeek_b1
ripe,B1,/raɪp/,Fully developed and ready to eat.,langeek_b1
rise,B1,/raɪz/,To come up above the horizon each morning.,langeek_b1
risk,B1,/rɪsk/,To put something important in danger of harm occurring.,langeek_b1
road sign,B1,/ˈroʊd saɪn/,Sign providing information or warnings to vehicle drivers.,langeek_b1
rocky,B1,/ˈrɒki/,"Surface covered with large, uneven, or rough stones.",langeek_b1
roll,B1,/roʊl/,Something shaped or wrapped into a cylindrical form.,langeek_b1
romance,B1,/roʊˈmæns/,An affectionate relationship shared between two partners.,langeek_b1
