lemma,cefr_level,ipa,def_en,source_list
perceptive,C2,/pəˈsep.tɪv/,Quick to notice.,chatgpt_c2
peremptory,C2,/pəˈremp.tər.i/,Demanding immediate obedience.,chatgpt_c2
perfunctory,C2,/pəˈfʌŋk.tər.i/,Done with little care.,chatgpt_c2
pernicious,C2,/pəˈnɪʃ.əs/,Causing harm in a gradual way.,chatgpt_c2
pertinent,C2,/ˈpɜː.tɪ.nənt/,Relevant to a matter.,chatgpt_c2
pervasive,C2,/pəˈveɪ.sɪv/,Spreading widely throughout.,chatgpt_c2
phlegmatic,C2,/fleɡˈmæt.ɪk/,Calm and unemotional.,chatgpt_c2
pithy,C2,/ˈpɪθ.i/,Brief but meaningful.,chatgpt_c2
placate,C2,/pləˈkeɪt/,To calm anger.,chatgpt_c2
plaintive,C2,/ˈpleɪn.tɪv/,Expressing sadness.,chatgpt_c2
plenary,C2,/ˈpliː.nər.i/,Complete or full.,chatgpt_c2
plethora,C2,/ˈpleθ.ər.ə/,A large or excessive amount.,chatgpt_c2
pluralistic,C2,/ˌplʊə.rəˈlɪs.tɪk/,Accepting diversity.,chatgpt_c2
polarize,C2,/ˈpəʊ.lər.aɪz/,To divide into extremes.,chatgpt_c2
ponderous,C2,/ˈpɒn.dər.əs/,Slow and heavy.,chatgpt_c2
postulate,C2,/ˈpɒs.tjʊ.leɪt/,To assume as true.,chatgpt_c2
pragmatism,C2,/ˈpræɡ.mə.tɪ.zəm/,Practical approach.,chatgpt_c2
precarious,C2,/prɪˈkeə.ri.əs/,Uncertain or unstable.,chatgpt_c2
preclude,C2,/prɪˈkluːd/,To prevent from happening.,chatgpt_c2
precursor,C2,/prɪˈkɜː.sər/,Something that comes before.,chatgpt_c2
preempt,C2,/priːˈempt/,To act before others.,chatgpt_c2
prescient,C2,/ˈpres.i.ənt/,Knowing about events before they happen.,chatgpt_c2
prevalent,C2,/ˈprev.əl.ənt/,Widespread.,chatgpt_c2
pristine,C2,/ˈprɪs.tiːn/,In original condition.,chatgpt_c2
probity,C2,/ˈprəʊ.bɪ.ti/,Honesty and integrity.,chatgpt_c2
proclivity,C2,/prəˈklɪv.ɪ.ti/,A natural tendency.,chatgpt_c2
prodigious,C2,/prəˈdɪdʒ.əs/,Remarkably large or impressive.,chatgpt_c2
profligate,C2,/ˈprɒf.lɪ.ɡət/,Recklessly wasteful.,chatgpt_c2
prognosticate,C2,/prɒɡˈnɒs.tɪ.keɪt/,To predict.,chatgpt_c2
proliferate,C2,/prəˈlɪf.ər.eɪt/,To increase rapidly.,chatgpt_c2
prolix,C2,/ˈprəʊ.lɪks/,Using too many words.,chatgpt_c2
propensity,C2,/prəˈpen.sɪ.ti/,A natural inclination.,chatgpt_c2
propitious,C2,/prəˈpɪʃ.əs/,Giving good chances of success.,chatgpt_c2
propound,C2,/prəˈpaʊnd/,To propose an idea.,chatgpt_c2
prosaic,C2,/prəʊˈzeɪ.ɪk/,Dull or ordinary.,chatgpt_c2
provident,C2,/ˈprɒv.ɪ.dənt/,Preparing for the future.,chatgpt_c2
provincial,C2,/prəˈvɪn.ʃəl/,Limited in outlook.,chatgpt_c2
prudent,C2,/ˈpruː.dənt/,Acting with care.,chatgpt_c2
quell,C2,/kwel/,To suppress.,chatgpt_c2
quibble,C2,/ˈkwɪb.əl/,To argue over trivial matters.,chatgpt_c2
quiescent,C2,/kwaɪˈes.ənt/,Inactive or quiet.,chatgpt_c2
quintessence,C2,/kwɪnˈtes.əns/,The purest form.,chatgpt_c2
quintessential,C2,/ˌkwɪn.tɪˈsen.ʃəl/,Representing the most perfect example.,chatgpt_c2
ramification,C2,/ˌræm.ɪ.fɪˈkeɪ.ʃən/,A consequence.,chatgpt_c2
rancour,C2,/ˈræŋ.kər/,Deep resentment.,chatgpt_c2
rebuke,C2,/rɪˈbjuːk/,To criticize sharply.,chatgpt_c2
rebut,C2,/rɪˈbʌt/,To argue against.,chatgpt_c2
recalcitrant,C2,/rɪˈkæl.sɪ.trənt/,Stubbornly refusing to obey.,chatgpt_c2
reciprocal,C2,/rɪˈsɪp.rə.kəl/,Mutual.,chatgpt_c2
reconcile,C2,/ˈrek.ən.saɪl/,To restore harmony.,chatgpt_c2
recondite,C2,/ˈrek.ən.daɪt/,Difficult to understand.,chatgpt_c2
redundant,C2,/rɪˈdʌn.dənt/,No longer needed.,chatgpt_c2
reiterate,C2,/riːˈɪt.ə.reɪt/,To repeat.,chatgpt_c2
relegate,C2,/ˈrel.ɪ.ɡeɪt/,To assign a lower position.,chatgpt_c2
relinquish,C2,/rɪˈlɪŋ.kwɪʃ/,To give up something.,chatgpt_c2
remiss,C2,/rɪˈmɪs/,Careless about duties.,chatgpt_c2
remunerate,C2,/rɪˈmjuː.nə.reɪt/,To pay for services.,chatgpt_c2
renounce,C2,/rɪˈnaʊns/,To give up formally.,chatgpt_c2
repercussion,C2,/ˌriː.pəˈkʌʃ.ən/,An unintended consequence.,chatgpt_c2
replete,C2,/rɪˈpliːt/,Filled with.,chatgpt_c2
reprehensible,C2,/ˌrep.rɪˈhen.sə.bəl/,Deserving criticism.,chatgpt_c2
repudiate,C2,/rɪˈpjuː.di.eɪt/,To reject something strongly.,chatgpt_c2
requisite,C2,/ˈrek.wɪ.zɪt/,Required.,chatgpt_c2
rescind,C2,/rɪˈsɪnd/,To cancel.,chatgpt_c2
resilient,C2,/rɪˈzɪl.i.ənt/,Able to recover quickly.,chatgpt_c2
resolute,C2,/ˈrez.əl.uːt/,Firmly determined.,chatgpt_c2
resonate,C2,/ˈrez.ən.eɪt/,To evoke a response.,chatgpt_c2
reticent,C2,/ˈret.ɪ.sənt/,Not revealing thoughts easily.,chatgpt_c2
retract,C2,/rɪˈtrækt/,To withdraw a statement.,chatgpt_c2
reverberate,C2,/rɪˈvɜː.bər.eɪt/,To echo or have impact.,chatgpt_c2
reverent,C2,/ˈrev.ər.ənt/,Showing deep respect.,chatgpt_c2
rhetorical,C2,/rɪˈtɒr.ɪ.kəl/,Used for effect not for answer.,chatgpt_c2
rudimentary,C2,/ˌruː.dɪˈmen.tər.i/,Basic and simple.,chatgpt_c2
sagacious,C2,/səˈɡeɪ.ʃəs/,Wise and insightful.,chatgpt_c2
salient,C2,/ˈseɪ.li.ənt/,Most noticeable or important.,chatgpt_c2
salubrious,C2,/səˈluː.bri.əs/,Healthy or pleasant.,chatgpt_c2
sanctimonious,C2,/ˌsæŋk.tɪˈməʊ.ni.əs/,Pretending to be morally superior.,chatgpt_c2
scathing,C2,/ˈskeɪ.ðɪŋ/,Severely critical.,chatgpt_c2
sceptical,C2,/ˈskep.tɪ.kəl/,Doubting or questioning.,chatgpt_c2
scrupulous,C2,/ˈskruː.pjʊ.ləs/,Very careful about moral standards.,chatgpt_c2
seditious,C2,/sɪˈdɪʃ.əs/,Encouraging rebellion.,chatgpt_c2
sedulous,C2,/ˈsed.jʊ.ləs/,Showing dedication and effort.,chatgpt_c2
semblance,C2,/ˈsem.bləns/,An outward appearance.,chatgpt_c2
sentient,C2,/ˈsen.ʃənt/,Able to perceive or feel.,chatgpt_c2
sentinel,C2,/ˈsen.tɪ.nəl/,A guard or watcher.,chatgpt_c2
serendipity,C2,/ˌser.ənˈdɪp.ɪ.ti/,Finding something good by chance.,chatgpt_c2
serene,C2,/səˈriːn/,Calm and peaceful.,chatgpt_c2
servile,C2,/ˈsɜː.vaɪl/,Excessively obedient.,chatgpt_c2
shrewd,C2,/ʃruːd/,Clever and practical.,chatgpt_c2
sinecure,C2,/ˈsɪn.ɪ.kjʊər/,An easy job with pay.,chatgpt_c2
sluggish,C2,/ˈslʌɡ.ɪʃ/,Slow and lacking energy.,chatgpt_c2
sobriety,C2,/səˈbraɪ.ə.ti/,Seriousness or restraint.,chatgpt_c2
solicit,C2,/səˈlɪs.ɪt/,To ask for earnestly.,chatgpt_c2
somber,C2,/ˈsɒm.bər/,Dark or serious.,chatgpt_c2
sophistry,C2,/ˈsɒf.ɪ.stri/,False reasoning.,chatgpt_c2
sporadic,C2,/spəˈræd.ɪk/,Occurring at irregular intervals.,chatgpt_c2
spurious,C2,/ˈspjʊə.ri.əs/,False or not genuine.,chatgpt_c2
stagnant,C2,/ˈstæɡ.nənt/,Not developing.,chatgpt_c2
staple,C2,/ˈsteɪ.pəl/,A main or essential item.,chatgpt_c2
staunch,C2,/stɔːntʃ/,Firm and loyal.,chatgpt_c2
steadfast,C2,/ˈsted.fɑːst/,Firm and unwavering.,chatgpt_c2
stipulate,C2,/ˈstɪp.jʊ.leɪt/,To specify conditions.,chatgpt_c2
stoic,C2,/ˈstəʊ.ɪk/,Enduring without emotion.,chatgpt_c2
strident,C2,/ˈstraɪ.dənt/,Loud and harsh.,chatgpt_c2
subjugate,C2,/ˈsʌb.dʒʊ.ɡeɪt/,To bring under control.,chatgpt_c2
subservient,C2,/səbˈsɜː.vi.ənt/,Excessively obedient.,chatgpt_c2
substantiate,C2,/səbˈstæn.ʃi.eɪt/,To provide evidence.,chatgpt_c2
succinct,C2,/səkˈsɪŋkt/,Brief and clear.,chatgpt_c2
superfluous,C2,/suːˈpɜː.flu.əs/,More than necessary.,chatgpt_c2
supplant,C2,/səˈplɑːnt/,To replace.,chatgpt_c2
surmise,C2,/səˈmaɪz/,To guess based on evidence.,chatgpt_c2
surpass,C2,/səˈpɑːs/,To exceed.,chatgpt_c2
surreptitious,C2,/ˌsʌr.əpˈtɪʃ.əs/,Done secretly.,chatgpt_c2
tacit,C2,/ˈtæs.ɪt/,Understood without being stated.,chatgpt_c2
tangential,C2,/tænˈdʒen.ʃəl/,Slightly related.,chatgpt_c2
temper,C2,/ˈtem.pər/,To moderate.,chatgpt_c2
tenable,C2,/ˈten.ə.bəl/,Able to be defended.,chatgpt_c2
tenuous,C2,/ˈten.ju.əs/,Very weak or slight.,chatgpt_c2
terse,C2,/tɜːs/,Brief and direct.,chatgpt_c2
thwart,C2,/θwɔːt/,To prevent success.,chatgpt_c2
timorous,C2,/ˈtɪm.ər.əs/,Easily frightened.,chatgpt_c2
tirade,C2,/taɪˈreɪd/,A long angry speech.,chatgpt_c2
tortuous,C2,/ˈtɔː.tʃu.əs/,Complex and indirect.,chatgpt_c2
tractable,C2,/ˈtræk.tə.bəl/,Easy to control.,chatgpt_c2
transcend,C2,/trænˈsend/,To go beyond.,chatgpt_c2
transient,C2,/ˈtræn.zi.ənt/,Lasting a short time.,chatgpt_c2
trenchant,C2,/ˈtrentʃ.ənt/,Sharp and clear in expression.,chatgpt_c2
trepidation,C2,/ˌtrep.ɪˈdeɪ.ʃən/,A feeling of fear.,chatgpt_c2
ubiquitous,C2,/juːˈbɪk.wɪ.təs/,Present everywhere.,chatgpt_c2
ubiquity,C2,/juːˈbɪk.wɪ.ti/,The state of being everywhere.,chatgpt_c2
unanimous,C2,/juːˈnæn.ɪ.məs/,In complete agreement.,chatgpt_c2
unassailable,C2,/ˌʌn.əˈseɪ.lə.bəl/,Impossible to challenge.,chatgpt_c2
unequivocal,C2,/ˌʌn.ɪˈkwɪv.ə.kəl/,Leaving no doubt.,chatgpt_c2
unfettered,C2,/ʌnˈfet.əd/,Not restricted.,chatgpt_c2
unscrupulous,C2,/ʌnˈskruː.pjʊ.ləs/,Not honest or fair.,chatgpt_c2
untenable,C2,/ʌnˈten.ə.bəl/,Impossible to defend.,chatgpt_c2
utilitarian,C2,/ˌjuː.tɪ.lɪˈteə.ri.ən/,Focused on practical use.,chatgpt_c2
vacillate,C2,/ˈvæs.ɪ.leɪt/,To waver between choices.,chatgpt_c2
vapid,C2,/ˈvæp.ɪd/,Lacking interest.,chatgpt_c2
vehement,C2,/ˈviː.ə.mənt/,Showing strong feeling.,chatgpt_c2
venerate,C2,/ˈven.ə.reɪt/,To regard with great respect.,chatgpt_c2
veracity,C2,/vəˈræs.ɪ.ti/,Truthfulness.,chatgpt_c2
verbose,C2,/vɜːˈbəʊs/,Using more words than needed.,chatgpt_c2
verisimilitude,C2,/ˌver.ɪ.sɪˈmɪl.ɪ.tjuːd/,Appearance of truth.,chatgpt_c2
vindicate,C2,/ˈvɪn.dɪ.keɪt/,To prove someone right.,chatgpt_c2
vindictive,C2,/vɪnˈdɪk.tɪv/,Seeking revenge.,chatgpt_c2
virulent,C2,/ˈvɪr.jʊ.lənt/,Highly harmful.,chatgpt_c2
vociferous,C2,/vəʊˈsɪf.ər.əs/,Loud and forceful in expressing opinions.,chatgpt_c2
volatile,C2,/ˈvɒl.ə.taɪl/,Unstable and changeable.,chatgpt_c2
voracious,C2,/vəˈreɪ.ʃəs/,Having a strong appetite.,chatgpt_c2
whimsical,C2,/ˈwɪm.zɪ.kəl/,Playfully unusual.,chatgpt_c2
zealous,C2,/ˈzel.əs/,Showing strong enthusiasm.,chatgpt_c2
